model,time,average_precision,ndcg-precision,rec-precision,f1
LR,2.263965129852295,0.037280934044926335,0.05103028908687393,0.05230798583207693,0.05895723819446542
CatBoost_Focal,42.41937446594238,0.06326610628525318,0.11576299905358216,0.08564771790303816,0.0
