model,time,average_precision,ndcg-precision,rec-precision
RusBoost,23.545642852783203,0.04330995647088893,0.06533112013278936,0.05017205723133289
LR,4.1540138721466064,0.05420866420588907,0.08443059844278065,0.07480691193136381
CatBoost,14.35916519165039,0.11169542658540073,0.2049563407336267,0.15041893532548792
