model,time,average_precision,ndcg-precision,rec-precision,f1
LR,4.7513344287872314,0.15530483995478125,0.2669291447734496,0.24368426785680442,0.22700452987850914
CatBoost,14.341387748718262,0.18668376293433564,0.3085511271131438,0.23808223489843192,0.17743746844644714
